ensembl_id	gene	UNEECON-G	pLI	mis-z	RVIS	GDI	disease_or_essential_gene
ENSG00000107779	BMPR1A	0.404246	0.85155	2.0865	0.61378669	-3489.79211	TRUE
ENSG00000107796	ACTA2	0.60633	0.9299	3.355	0.29013162	-3.60496	TRUE
ENSG00000107831	FGF8	0.43178	0.827	1.6731	0.199065318	-10.22234	TRUE
ENSG00000107859	PITX3	0.200318	0.85046	1.6678	0.273574099	-13.31894	TRUE
ENSG00000108055	SMC3	0.715935	1	6.653	1.544846007	-11.36859	TRUE
ENSG00000108061	SHOC2	0.57927	0.99568	3.1174	0.469297102	-30.58108	TRUE
ENSG00000108231	LGI1	0.549088	0.99799	2.9357	1.014153377	-9.15111	TRUE
ENSG00000108255	CRYBA1	0.231484	7.4638e-05	0.66409	-0.022896883	-64.30474	TRUE
ENSG00000108262	GIT1	0.427121	0.94478	3.2276	1.331908726	-21.48868	FALSE
ENSG00000108272	DHRS11	0.131164	6.4445e-07	0.57219	0.15470459	-2776.61224	FALSE
ENSG00000108312	UBTF	0.621717	1	4.7179	1.065391918	-10.71614	FALSE
ENSG00000108384	RAD51C	0.080292	0.00061356	-0.0098593	0.135962233	-60.56289	TRUE
ENSG00000108556	CHRNE	0.060388	2.1376e-09	-0.74001	0.622225829	-146.24216	FALSE
ENSG00000108557	RAI1	0.226548	0.57339	0.99467	2.171786714	-223.68182	TRUE
ENSG00000108753	HNF1B	0.375969	0.99941	1.8288	0.193913008	-88.79768	TRUE
ENSG00000108784	NAGLU	0.23648	0.48132	0.81718	0.770465986	-231.78531	FALSE
ENSG00000108821	COL1A1	0.478989	0.29486	0.087893	1.497111747	-137.3096	TRUE
ENSG00000109062	SLC9A3R1	0.049965	2.3759e-05	-0.6422	-0.50368421	-129.32063	TRUE
ENSG00000109063	MYH3	0.449238	2.8809e-20	2.01	2.4867903	-602.04688	TRUE
ENSG00000109103	UNC119	0.194958	0.037334	0.91548	-0.134268701	-54.47917	TRUE
ENSG00000109111	SUPT6H	0.418176	0.54839	0.93794	2.545028703	-91.4854	FALSE
ENSG00000109132	PHOX2B	0.473093	0.14679	2.2104	0.240459075	-26.58296	TRUE
ENSG00000109189	USP46	0.58209	0.94691	3.051	0.202814005	-7.68154	FALSE
ENSG00000109255	NMU	0.072689	0.007074	0.081344	-0.4405861	-1181.8687	FALSE
ENSG00000109339	MAPK10	0.52293	0.97184	0.76027	0.381979202	-24.35774	FALSE
ENSG00000109501	WFS1	0.015943	1.5161e-07	-4.7143	-2.130364743	-5200.66104	TRUE
ENSG00000109846	CRYAB	0.234431	0.61322	0.92391	-0.242675729	-19.62169	TRUE
ENSG00000110046	ATG2A	0.160199	0.045656	1.8966	0.942159217	-2428.34078	FALSE
ENSG00000110243	APOA5	0.159291	9.0462e-10	0.85185	-0.429174343	-831.91915	TRUE
ENSG00000110367	DDX6	0.641865	0.99969	3.9313	0.402285611	-51.00128	FALSE
ENSG00000110395	CBL	0.254901	0.0044749	1.16	0.780311129	-223.45333	TRUE
ENSG00000110711	AIP	0.201384	0.94416	0.87751	-0.387780214	-39.115	TRUE
ENSG00000110799	VWF	0.233417	0.59995	0.73924	-2.351167195	-8614.16756	TRUE
ENSG00000111046	MYF6	0.103572	0.0044299	-0.3283	-0.855938653	-35.19539	TRUE
ENSG00000111186	WNT5B	0.399225	0.60702	0.88884	0.457269498	-25.69919	FALSE
ENSG00000111199	TRPV4	0.32961	4.3427e-17	2.2606	0.824059599	-1111.20028	TRUE
ENSG00000111245	MYL2	0.2469	1.4038e-08	0.43077	0.190786568	-4.93524	TRUE
ENSG00000111252	SH2B3	0.058691	0.51388	0.094276	0.009597849	-1095.64678	TRUE
ENSG00000111262	KCNA1	0.621083	0.095893	3.3436	1.047270992	-19.30329	TRUE
ENSG00000111276	CDKN1B	0.044843	0.59676	-0.90764	-0.363726507	-2616.41863	TRUE
ENSG00000111344	RASAL1	0.04931	4.9886e-15	0.77534	-0.40261237	-490.44457	FALSE
ENSG00000111424	VDR	0.294371	6.3488e-05	-0.0097089	0.111908108	-55.75589	FALSE
ENSG00000111642	CHD4	0.60839	0.99058	0.75237	3.324468888	-204.99058	FALSE
ENSG00000111669	TPI1	0.22525	0.36202	0.83331	0.109562537	-68.746	TRUE
ENSG00000111728	ST8SIA1	0.33058	0.36513	0.87429	0.196879778	-29.99859	FALSE
ENSG00000111729	CLEC4A	0.067984	0.2205	0.76078	-0.460108175	-71.33982	FALSE
ENSG00000111801	BTN3A3	0.022999	0.00012774	-0.092092	-1.317077666	-154.38227	FALSE
ENSG00000111832	RWDD1	0.235427	0.54878	0.97415	0.004905577	-22.27519	FALSE
ENSG00000112218	GPR63	0.17311	0.16712	0.5758	0.424935722	-69.34097	FALSE
ENSG00000112280	COL9A1	0.149678	1.9669e-07	0.57939	0.071622223	-7049.10534	TRUE
ENSG00000112304	ACOT13	0.086491	2.2127e-05	0.42463	-0.325464467	-47.64756	FALSE
ENSG00000112319	EYA4	0.295869	0.012753	0.91738	0.563490942	-4701.77691	TRUE
ENSG00000112333	NR2E1	0.55988	0.49538	2.7865	0.612225382	-12.0367	TRUE
ENSG00000112531	QKI	0.510803	0.14925	3.1518	0.600197215	-6.7048	FALSE
ENSG00000112592	TBP	0.514428	0.16664	0.88835	0.2615466	-6.50302	TRUE
ENSG00000112599	GUCA1B	0.095678	0.00022676	0.31774	0.088474859	-86.07498	TRUE
ENSG00000112769	LAMA4	0.121112	4.3746e-23	0.094079	0.661403346	-3392.7618	FALSE
ENSG00000112818	MEP1A	0.091994	6.944e-13	0.21954	0.249842942	-3075.87984	FALSE
ENSG00000112984	KIF20A	0.105587	0.012646	0.71879	0.340126939	-169.26622	FALSE
ENSG00000113231	PDE8B	0.530164	0.85582	0.96761	1.04586606	-135.71543	TRUE
ENSG00000113269	RNF130	0.353207	0.0066078	1.8468	0.19234961	-50.37508	FALSE
ENSG00000113327	GABRG2	0.631079	0.93791	3.3588	0.910271913	-16.67966	TRUE
ENSG00000113368	LMNB1	0.264348	0.62637	1.6699	0.857627844	-123.78072	TRUE
ENSG00000113580	NR3C1	0.360023	0.094193	-0.097191	0.464926872	-135.29579	TRUE
ENSG00000113805	CNTN3	0.234945	2.3541e-05	1.4094	-0.346847606	-1496.00916	FALSE
ENSG00000113838	TBCCD1	0.111987	0.047853	0.93253	0.170640741	-310.5501	FALSE
ENSG00000113889	KNG1	0.037857	2.6094e-05	-0.089908	0.306229048	-2985.80429	FALSE
ENSG00000114062	UBE3A	0.713985	0.89815	4.6618	1.333310276	-36.43521	TRUE
ENSG00000114209	PDCD10	0.385118	0.96542	0.94839	0.09519008	-31.98829	TRUE
ENSG00000114270	COL7A1	0.183757	4.7629e-42	0.64904	-0.564888038	-892.33092	TRUE
ENSG00000114331	ACAP2	0.349335	0.76746	0.63576	0.603321593	-40.66494	FALSE
ENSG00000114349	GNAT1	0.078246	2.3984e-07	0.81948	0.436963175	-23.3189	TRUE
ENSG00000114686	MRPL3	0.07077	0.00096567	0.089272	-0.140200351	-132.30265	FALSE
ENSG00000114739	ACVR2B	0.40497	0.81126	2.0998	1.175994149	-47.22568	TRUE
ENSG00000114805	PLCH1	0.277108	0.061772	2.315	2.078447288	-322.80077	FALSE
ENSG00000114859	CLCN2	0.236946	1.294e-11	0.70817	0.100206955	-3684.52461	TRUE
ENSG00000114861	FOXP1	0.398671	0.99998	-0.47785	1.245360918	-60.34446	TRUE
ENSG00000114999	TTL	0.334833	0.34426	1.7271	0.497101541	-32.83053	FALSE
ENSG00000115020	PIKFYVE	0.298975	0.0056525	0.90398	2.990642762	-374.82497	TRUE
ENSG00000115112	TFCP2L1	0.282773	0.99995	1.718	0.768119824	-222.44013	FALSE
ENSG00000115129	TP53I3	0.079595	2.2262e-08	0.52183	-0.273442505	-45.07022	FALSE
ENSG00000115317	HTRA2	0.403894	0.0083225	1.7234	0.287945615	-88.78352	TRUE
ENSG00000115380	EFEMP1	0.47341	0.74456	0.97318	0.622846703	-46.1235	TRUE
ENSG00000115414	FN1	0.287974	0.00012679	0.2872	0.767912049	-825.54252	TRUE
ENSG00000115474	KCNJ13	0.355222	0.024464	2.0062	0.249519163	-1319.42816	TRUE
ENSG00000115649	CNPPD1	0.059294	6.2632e-10	0.31274	-0.329046237	-3997.83614	FALSE
ENSG00000115661	STK16	0.167132	0.00094237	0.93583	-0.253136904	-76.47329	FALSE
ENSG00000115718	PROC	0.179863	3.8947e-05	0.95743	0.813264159	-81.15217	TRUE
ENSG00000115758	ODC1	0.283486	0.022617	0.3814	1.242231819	-50.41837	FALSE
ENSG00000115806	GORASP2	0.323782	0.2319	1.6402	0.531778941	-529.4287	FALSE
ENSG00000115839	RAB3GAP1	0.177051	1.0624e-07	0.16153	0.753293407	-2290.07687	FALSE
ENSG00000115904	SOS1	0.532409	0.88381	0.93637	1.922209741	-106.78667	TRUE
ENSG00000115946	PNO1	0.113289	0.24173	-0.11906	-0.715191155	-310.23831	FALSE
ENSG00000116005	PCYOX1	0.070393	1.7091e-14	0.094374	-0.73986149	-633.74076	FALSE
ENSG00000116016	EPAS1	0.294476	0.18542	-0.0090006	0.458381764	-461.40716	TRUE
ENSG00000116062	MSH6	0.203853	0.48907	0.78005	2.18854146	-1431.22959	TRUE
ENSG00000116161	CACYBP	0.263785	0.49142	0.48281	-0.011651944	-49.62991	FALSE
ENSG00000116266	STXBP3	0.27589	3.5513e-05	1.8828	0.396350797	-192.48552	FALSE
ENSG00000116285	ERRFI1	0.222388	0.0003375	0.40541	0.623628092	-351.33398	FALSE
ENSG00000116688	MFN2	0.454755	0.988	1.7492	1.563757505	-69.79508	TRUE
ENSG00000116741	RGS2	0.189869	6.9195e-06	0.045058	-0.666300237	-46.30949	TRUE
ENSG00000116748	AMPD1	0.096856	3.8618e-21	-0.33681	-0.026321224	-1051.80051	TRUE
ENSG00000116754	SRSF11	0.416052	0.06608	2.5834	0.798893311	-6.2299	TRUE
ENSG00000116882	HAO2	0.176193	3.1882e-06	-0.086264	0.169858808	-43.06465	FALSE
ENSG00000116906	GNPAT	0.208473	0.68123	0.81462	0.406975252	-1060.52275	FALSE
ENSG00000117013	KCNQ4	0.27009	0.68634	2.5144	-0.146132543	-646.02	TRUE
ENSG00000117118	SDHB	0.179614	0.00033529	0.024808	-0.191437473	-150.23642	TRUE
ENSG00000117139	KDM5B	0.164671	8.3301e-15	1.8812	2.302644968	-245.24685	FALSE
ENSG00000117151	CTBS	0.080849	1.146e-07	0.84049	-1.044797695	-5600.23192	FALSE
ENSG00000117226	GBP3	0.109474	0.0017735	0.087661	-1.402845363	-9983.77449	FALSE
ENSG00000117298	ECE1	0.439618	0.75375	0.89032	0.194857254	-308.51135	TRUE
ENSG00000117360	PRPF3	0.563609	0.99886	3.9555	0.704855238	-16.61976	TRUE
ENSG00000117394	SLC2A1	0.558799	0.87652	2.9751	0.915582298	-15.72909	TRUE
ENSG00000117425	PTCH2	0.137639	1.0037e-17	0.8812	0.438251422	-494.343	TRUE
ENSG00000117595	IRF6	0.573541	0.99774	2.8887	0.369951653	-1316.0906	TRUE
ENSG00000117601	SERPINC1	0.300757	0.99863	1.4259	0.012564112	-54.14108	TRUE
ENSG00000117676	RPS6KA1	0.444448	0.0021576	0.5439	0.725322268	-1576.33661	FALSE
ENSG00000117751	PPP1R8	0.548996	0.87749	3.0063	0.265295341	-71.50893	FALSE
ENSG00000118046	STK11	0.508416	0.021205	1.825	0.189382779	-50.82377	TRUE
ENSG00000118058	KMT2A	0.435998	1	6.6518	4.13791644	-416.01763	FALSE
ENSG00000118137	APOA1	0.17076	0.0049093	0.65703	0.22921306	-41.96842	TRUE
ENSG00000118160	SLC8A2	0.523269	0.52256	5.3882	1.42814018	-15.58122	FALSE
ENSG00000118194	TNNT2	0.291133	0.002605	0.76175	0.204376896	-731.13972	TRUE
ENSG00000118231	CRYGD	0.087248	0.00035874	0.23492	-0.489476306	-67.34919	TRUE
ENSG00000118271	TTR	0.435098	0.54676	1.0861	-0.370606815	-101.8863	TRUE
ENSG00000118402	ELOVL4	0.353693	0.83504	1.2434	0.352612931	-1023.81814	TRUE
ENSG00000118655	DCLRE1B	0.104294	0.51045	0.59675	0.352772236	-1836.53589	FALSE
ENSG00000118762	PKD2	0.190456	0.094275	0.38589	0.455247875	-1814.9201	TRUE
ENSG00000118816	CCNI	0.201156	0.72008	0.97397	0.312000382	-48.69159	FALSE
ENSG00000118965	WDR35	0.121683	6.0093e-08	0.86472	-0.265465975	-4168.69448	FALSE
ENSG00000119042	SATB2	0.659575	0.99999	4.3149	1.308470499	-18.7762	TRUE
ENSG00000119203	CPSF3	0.46643	0.53032	3.7312	0.986346817	-35.81924	FALSE
ENSG00000119321	FKBP15	0.096812	3.2796e-11	1.8921	-1.319898915	-4394.82714	FALSE
ENSG00000119397	CNTRL	0.110056	4.7744e-12	0.35694	0.451631192	-5189.22799	FALSE
ENSG00000119523	ALG2	0.090943	7.579e-05	0.22132	0.078793441	-327.93694	FALSE
ENSG00000119699	TGFB3	0.408879	0.97429	1.7834	0.610037741	-44.57548	TRUE
ENSG00000119899	SLC17A5	0.156274	0.013768	0.79487	0.499444953	-5503.64627	FALSE
ENSG00000119900	OGFRL1	0.221286	0.0040463	1.5131	0.398536759	-2205.74516	FALSE
ENSG00000120149	MSX2	0.171067	0.23088	0.65997	0.388696058	-17.20507	TRUE
ENSG00000120156	TEK	0.48581	0.99981	0.57811	1.139472388	-1368.98168	TRUE
ENSG00000120256	LRP11	0.069325	0.026022	0.902	-0.079283502	-3182.89784	FALSE
ENSG00000120265	PCMT1	0.447813	0.96558	2.4397	-0.362327893	-36.69422	FALSE
ENSG00000120457	KCNJ5	0.385766	0.00045518	1.4005	0.895274684	-76.4282	TRUE
ENSG00000120539	MASTL	0.13594	5.6741e-13	0.64167	-0.105359839	-709.51008	TRUE
ENSG00000120693	SMAD9	0.214178	5.4461e-05	0.53791	0.421968813	-54.85112	TRUE
ENSG00000120708	TGFBI	0.144539	0.048536	-0.068489	-0.46056391	-262.53316	TRUE
ENSG00000120729	MYOT	0.085384	1.0834e-06	0.59298	0.079575423	-256.5888	TRUE
ENSG00000120738	EGR1	0.381455	0.3269	1.774	0.957759778	-55.14984	FALSE
ENSG00000120802	TMPO	0.08607	0.85119	0.7026	-0.194080906	-1238.36231	TRUE
ENSG00000120903	CHRNA2	0.119443	0.015866	-0.66689	1.014313559	-44.83603	TRUE
ENSG00000120942	UBIAD1	0.338148	0.6828	0.72279	0.436181884	-35.97671	TRUE
ENSG00000120948	TARDBP	0.712417	0.61443	3.8392	0.413532501	-2.30437	TRUE
ENSG00000121075	TBX4	0.305811	0.47128	0.88507	0.257175963	-3843.41705	TRUE
ENSG00000121417	ZNF211	0.131126	3.064e-07	0.063298	-0.191274225	-2364.40509	FALSE
ENSG00000121454	LHX4	0.315157	0.017992	0.70879	0.17360721	-3681.74246	TRUE
ENSG00000121634	GJA8	0.160676	0.009986	-0.25562	0.2368702	-34.49315	TRUE
ENSG00000121644	DESI2	0.572011	0.028996	1.969	0.012402315	-11.70962	FALSE
ENSG00000121691	CAT	0.119014	1.8782e-10	0.045264	0.287324479	-76.9554	TRUE
ENSG00000121742	GJB6	0.224151	1.0775e-07	0.48125	0.093786964	-38.94364	TRUE
ENSG00000121903	ZSCAN20	0.195726	0.0909	0.818	0.734556747	-164.61809	FALSE
ENSG00000121966	CXCR4	0.456301	0.013942	1.8375	0.199846774	-7.8354	TRUE
ENSG00000122367	LDB3	0.146146	1.6745e-05	0.84231	-1.306313411	-751.34596	TRUE
ENSG00000122406	RPL5	0.410419	0.99332	1.9597	0.125338233	-22.85333	TRUE
ENSG00000122512	PMS2	0.108093	3.5439e-21	-0.42469	-1.457686228	-788.03656	TRUE
ENSG00000122550	KLHL7	0.666458	0.1296	4.1773	0.898243218	-16.38262	TRUE
ENSG00000122691	TWIST1	0.354247	0.35682	1.1336	0.210311488	-13.95838	TRUE
ENSG00000122863	CHST3	0.064521	0.0084655	1.0178	0.287164164	-1915.97152	TRUE
ENSG00000122877	EGR2	0.356181	0.55219	2.5565	0.424154321	-35.98532	TRUE
ENSG00000123066	MED13L	0.346244	0.85674	0.85281	1.606592776	-206.98599	TRUE
ENSG00000123240	OPTN	0.186141	0.00011742	0.756	1.029307136	-339.76712	TRUE
ENSG00000123349	PFDN5	0.117076	0.0033684	0.083196	0.141114072	-4.8462	FALSE
ENSG00000123444	KBTBD4	0.245172	4.1271e-05	0.96489	0.640185965	-72.84218	FALSE
ENSG00000123500	COL10A1	0.036592	0.0022031	0.056227	-0.361218534	-4256.65546	TRUE
ENSG00000123569	H2BFWT	0.069737	0.0024281	-0.59215	-2.107974887	-22.25555	FALSE
ENSG00000123575	FAM199X	0.591977	0.59341	2.632	0.325371721	-3.17863	FALSE
ENSG00000123576	ESX1	0.082737	0.52268	-0.037425	-0.015318957	-238.93432	FALSE
ENSG00000123700	KCNJ2	0.691565	0.3526	2.9759	0.901992684	-8.98775	TRUE
ENSG00000124134	KCNS1	0.063445	0.11343	1.8122	-0.092092684	-198.42651	FALSE
ENSG00000124164	VAPB	0.392857	0.60962	0.97245	0.062856836	-29.97107	TRUE
ENSG00000124191	TOX2	0.09703	0.026558	0.63065	-0.195022557	-437.56112	FALSE
ENSG00000124194	GDAP1L1	0.25702	0.15478	0.82302	-0.104119612	-114.53628	FALSE
ENSG00000124203	ZNF831	0.024249	9.7427e-10	0.59671	-0.62868697	-431.43682	FALSE
ENSG00000124212	PTGIS	0.066305	1.4329e-09	-0.31585	-1.234279066	-184.44683	TRUE
ENSG00000124222	STX16	0.129411	0.4114	0.99752	0.106595924	-323.4417	TRUE
ENSG00000124226	RNF114	0.350006	0.056002	1.0935	-0.040236528	-58.10862	FALSE
ENSG00000124467	PSG8	0.032936	5.7948e-15	-5.2559	-2.368636232	-898.91198	FALSE
ENSG00000124610	HIST1H1A	0.018228	6.9957e-08	-4.2137	-0.204865421	-378.07848	FALSE
ENSG00000124614	RPS10	0.355211	0.95108	1.269	0.17719633	-6.46651	TRUE
ENSG00000124786	SLC35B3	0.069497	0.00025829	0.5758	-0.124425233	-95.92066	FALSE
ENSG00000124788	ATXN1	0.275594	0.98201	1.3882	1.006208722	-313.64901	TRUE
ENSG00000124795	DEK	0.22284	0.23899	0.99618	0.444460682	-22.40799	FALSE
ENSG00000124813	RUNX2	0.322214	0.92347	1.815	0.833571362	-87.92892	TRUE
ENSG00000124827	GCM2	0.305257	0.00089211	0.85345	-0.777508485	-242.64121	TRUE
ENSG00000125247	TMTC4	0.102333	0.023762	-0.033783	1.021982467	-438.65546	FALSE
ENSG00000125363	AMELX	0.316227	0.061579	0.89008	0.425085935	-155.06754	FALSE
ENSG00000125398	SOX9	0.287256	0.99826	1.7967	0.94948047	-22.37992	TRUE
ENSG00000125414	MYH2	0.334167	0.0010846	0.98512	0.968154274	-218.35437	TRUE
ENSG00000125730	C3	0.373748	0.77866	0.97994	3.492177546	-457.09361	TRUE
ENSG00000125817	CENPB	0.300057	0.99677	2.8517	0.833571362	-205.82219	FALSE
ENSG00000125877	ITPA	0.199282	8.9411e-08	0.00073391	-0.323898168	-879.41235	FALSE
ENSG00000126001	CEP250	0.085292	0.0016536	0.96375	0.648796471	-892.52783	FALSE
ENSG00000126016	AMOT	0.220774	0.99458	0.92398	0.58678221	-308.53332	FALSE
ENSG00000126088	UROD	0.196818	2.1109e-07	0.92822	0.028339433	-64.67369	TRUE
ENSG00000126214	KLC1	0.449433	0.73552	0.88489	0.920893684	-40.10824	FALSE
ENSG00000126391	FRMD8	0.066278	0.51337	0.97719	-0.25453764	-164.96748	FALSE
ENSG00000126464	PRR12	0.350911	1	3.3678	2.317070092	-335.02137	FALSE
ENSG00000126562	WNK4	0.141146	0.043298	0.92131	-0.461041644	-1917.68097	TRUE
ENSG00000126583	PRKCG	0.578794	0.94727	0.69005	0.792957094	-107.94314	TRUE
ENSG00000126756	UXT	0.273762	0.86518	0.77257	0.265798798	-2.23961	FALSE
ENSG00000126778	SIX1	0.310053	0.081899	-0.1235	0.324027856	-7.05882	TRUE
ENSG00000126934	MAP2K2	0.406762	0.77528	2.0555	0.283415508	-40.94266	TRUE
ENSG00000127124	HIVEP3	0.131882	0.87813	1.2588	-0.715684558	-2707.92091	FALSE
ENSG00000127329	PTPRB	0.186992	0.82412	0.32744	0.5793877	-6004.94186	FALSE
ENSG00000127603	MACF1	0.209034	0.31956	0.69372	4.085201978	-6684.15405	FALSE
ENSG00000127616	SMARCA4	0.718223	0.66415	7.0522	3.621258679	-107.64396	TRUE
ENSG00000127663	KDM4B	0.483556	0.85713	3.7041	1.361462585	-40.68188	FALSE
ENSG00000127774	EMC6	0.299015	0.53577	1.138	0.057544689	-3.50189	FALSE
ENSG00000127838	PNKD	0.074598	2.8292e-05	0.3827	-0.799380302	-188.08639	TRUE
ENSG00000127870	RNF6	0.26767	0.10054	0.64111	-0.26500044	-81.50721	FALSE
ENSG00000127914	AKAP9	0.089795	0.052154	0.41186	-0.220730719	-6014.5693	TRUE
ENSG00000127952	STYXL1	0.1011	0.00096148	0.76907	0.085508275	-59.38626	FALSE
ENSG00000127990	SGCE	0.190194	0.0072662	0.43204	0.689078349	-62.60337	TRUE
ENSG00000128045	RASL11B	0.274778	0.0053898	1.154	0.365421659	-63.84681	FALSE
ENSG00000128052	KDR	0.381159	0.99979	1.2237	-0.237506913	-2242.88737	TRUE
ENSG00000128159	TUBGCP6	0.054276	5.184e-19	-0.84191	-0.353636398	-2392.99629	FALSE
ENSG00000128294	TPST2	0.255189	0.16303	0.65554	0.65221365	-37.14228	FALSE
ENSG00000128311	TST	0.122565	0.22775	0.57	-1.036518086	-287.5119	TRUE
ENSG00000128340	RAC2	0.761409	0.94585	2.8202	0.235147858	-4.56287	TRUE
ENSG00000128422	KRT17	0.212982	0.0023455	-0.6382	0.245148894	-729.66866	TRUE
ENSG00000128536	CDHR3	0.033543	1.6509e-22	-0.080661	-0.560536918	-4054.55827	FALSE
ENSG00000128573	FOXP2	0.355604	0.54121	-0.08043	1.215207085	-219.19563	TRUE
ENSG00000128591	FLNC	0.357405	0.99968	2.676	3.395312832	-941.7091	TRUE
ENSG00000128617	OPN1SW	0.072237	0.021867	0.054767	-0.255319956	-70.90056	TRUE
ENSG00000128655	PDE11A	0.067707	0.00042402	0.005945	-1.16555773	-1086.94608	TRUE
ENSG00000128656	CHN1	0.24571	0.27138	0.79187	0.497882442	-18.57043	TRUE
ENSG00000128710	HOXD10	0.196109	0.055738	-0.14686	0.114874607	-44.97885	TRUE
ENSG00000128714	HOXD13	0.210718	0.052799	0.16791	-0.080065743	-95.62533	TRUE
ENSG00000128881	TTBK2	0.262727	0.99215	0.72502	0.248443737	-766.60671	TRUE
ENSG00000128918	ALDH1A2	0.499652	0.37441	0.64259	0.850911079	-3704.90825	FALSE
ENSG00000129170	CSRP3	0.178987	0.00018494	-0.082338	0.588169148	-25.21474	TRUE
ENSG00000129250	KIF1C	0.227669	0.31096	0.50697	0.867813306	-407.93858	FALSE
ENSG00000129351	ILF3	0.413437	0.58558	0.087553	2.465706683	-1006.84842	FALSE
ENSG00000129437	KLK14	0.048384	1.341e-07	0.5282	-1.193833378	-2522.43509	FALSE
ENSG00000129534	MIS18BP1	0.036664	0.0045247	-0.35438	0.195022484	-1469.92348	FALSE
ENSG00000129535	NRL	0.195186	0.051615	0.69968	-0.028209476	-19.01373	TRUE
ENSG00000129646	QRICH2	0.161999	1.2759e-06	0.96142	-0.31328448	-13082.37783	FALSE
ENSG00000129910	CDH15	0.202064	1.8446e-13	-0.81132	-0.200015955	-1650.24792	TRUE
ENSG00000129965	INS-IGF2	0.154875	0.053997	-0.075202	-0.374354575	-611.73703	FALSE
ENSG00000129991	TNNI3	0.390954	0.44042	0.36781	-0.155356864	-34.66786	TRUE
ENSG00000130037	KCNA5	0.193752	0.0011638	-0.16269	0.267801017	-249.24831	TRUE
ENSG00000130164	LDLR	0.174477	1.5086e-10	0.54245	0.728633904	-654.09994	TRUE
ENSG00000130175	PRKCSH	0.253347	0.00021592	0.64638	0.163926174	-5083.65004	TRUE
ENSG00000130177	CDC16	0.25914	0.95699	1.7764	0.438526381	-13.23475	FALSE
ENSG00000130402	ACTN4	0.639312	0.73461	4.2136	1.597665302	-118.99593	TRUE
ENSG00000130529	TRPM4	0.078566	0.065852	0.80964	0.36373795	-305.29283	TRUE
ENSG00000130595	TNNT3	0.29338	0.00037688	0.74022	0.109562537	-12.29412	TRUE
ENSG00000130598	TNNI2	0.212094	0.13144	0.67554	0.414313318	-4.52947	TRUE
ENSG00000130635	COL5A1	0.294455	0.030523	0.51164	1.792017235	-863.84203	TRUE
ENSG00000130638	ATXN10	0.092255	0.43214	0.008885	0.347459996	-41.65693	TRUE
ENSG00000130649	CYP2E1	0.110743	0.17412	0.94629	-0.20408328	-623.57339	FALSE
ENSG00000131183	SLC34A1	0.036355	1.0851e-15	-0.92738	0.171585966	-298.4701	TRUE
ENSG00000131203	IDO1	0.056924	0.10297	0.68374	-0.334359364	-89.4479	FALSE
ENSG00000131370	SH3BP5	0.219681	0.011666	0.099782	0.698138774	-195.08335	FALSE
ENSG00000131386	GALNT15	0.051327	4.3071e-18	-0.22514	0.586927688	-2902.69931	FALSE
ENSG00000131398	KCNC3	0.357017	0.23341	0.65757	1.101477899	-299.8305	TRUE
ENSG00000131409	LRRC4B	0.453594	0.83859	4.6732	1.148969424	-759.08833	FALSE
ENSG00000131446	MGAT1	0.394523	0.44233	-0.0094189	0.338399554	-75.58464	FALSE
ENSG00000131504	DIAPH1	0.334486	0.80395	0.82821	0.497425671	-140.54727	TRUE
ENSG00000131831	RAI2	0.190219	0.88907	-0.061339	-0.48121074	-30.16691	FALSE
ENSG00000131910	NR0B2	0.056404	6.694e-06	0.25278	-0.677543187	-397.54169	TRUE
ENSG00000131931	THAP1	0.387565	0.13711	1.3781	-0.061324572	-4.80896	TRUE
ENSG00000132024	CC2D1A	0.133314	0.0010606	1.0307	-1.824878208	-2170.49657	FALSE
ENSG00000132026	RTBDN	0.034459	5.4637e-11	0.50601	-0.364509381	-240.14561	FALSE
ENSG00000132031	MATN3	0.110942	4.7197e-06	0.84041	-0.69706583	-344.1362	TRUE
ENSG00000132155	RAF1	0.446166	0.33338	2.7024	1.185055049	-87.82499	TRUE
ENSG00000132170	PPARG	0.394763	0.029643	-0.35619	0.692827253	-580.36578	TRUE
ENSG00000132205	EMILIN2	0.078198	8.3304e-15	0.28033	-0.616930466	-1036.3099	FALSE
ENSG00000132259	CNGA4	0.150113	3.8629e-06	0.20928	-0.961054398	-833.307	FALSE
ENSG00000132326	PER2	0.169108	0.87186	0.6205	-0.27812219	-855.54157	TRUE
ENSG00000132383	RPA1	0.218126	0.31779	0.70381	0.617695097	-213.87685	FALSE
ENSG00000132405	TBC1D14	0.325642	0.024885	0.99704	0.405574702	-90.3861	FALSE
ENSG00000132518	GUCY2D	0.170542	3.2162e-09	0.92004	1.296007539	-3787.88145	TRUE
ENSG00000132646	PCNA	0.522108	0.9788	2.5478	-0.09443972	-5.75658	FALSE
ENSG00000132692	BCAN	0.128977	0.11341	0.98563	0.689413161	-2276.03232	FALSE
ENSG00000132912	DCTN4	0.196822	0.015697	0.46689	0.673301806	-2570.86813	FALSE
ENSG00000132953	XPO4	0.510634	1	4.2321	1.727804427	-184.44583	FALSE
ENSG00000133020	MYH8	0.163461	1.4321e-50	0.56976	0.141322967	-5045.02924	TRUE
ENSG00000133026	MYH10	0.501257	0.9086	5.2133	3.725598395	-198.82672	FALSE
ENSG00000133101	CCNA1	0.216115	0.022232	1.4174	0.453520763	-39.03162	FALSE
ENSG00000133193	FAM104A	0.082224	0.087602	0.93869	-0.267512286	-44.93114	FALSE
