ensembl_id	gene	UNEECON-G	pLI
ENSG00000075213	SEMA3A	0.379000	4.4066e-01
ENSG00000075218	GTSE1	0.090261	1.1016e-04
ENSG00000075223	SEMA3C	0.290954	1.0991e-03
ENSG00000075234	TTC38	0.131846	1.4399e-13
ENSG00000075239	ACAT1	0.220156	3.3543e-02
ENSG00000075240	GRAMD4	0.411708	9.7052e-01
ENSG00000075275	CELSR1	0.184786	9.2944e-01
ENSG00000075290	WNT8B	0.226694	5.7198e-02
ENSG00000075292	ZNF638	0.121188	9.3281e-01
ENSG00000075303	SLC25A40	0.122477	3.4918e-07
ENSG00000075336	TIMM21	0.076469	1.4678e-02
ENSG00000075340	ADD2	0.234638	8.8703e-01
ENSG00000075388	FGF4	0.160912	1.4176e-01
ENSG00000075391	RASAL2	0.207372	9.9511e-01
ENSG00000075399	VPS9D1	0.165481	5.8558e-06
ENSG00000075407	ZNF37A	0.048940	1.3749e-09
ENSG00000075413	MARK3	0.248703	2.5560e-02
ENSG00000075415	SLC25A3	0.299342	7.2528e-01
ENSG00000075420	FNDC3B	0.248397	8.4548e-01
ENSG00000075426	FOSL2	0.394848	9.6445e-01
ENSG00000075429	CACNG5	0.096962	2.8958e-02
ENSG00000075461	CACNG4	0.403891	1.9225e-02
ENSG00000075539	FRYL	0.197302	9.9655e-01
ENSG00000075568	TMEM131	0.175494	7.5510e-01
ENSG00000075618	FSCN1	0.432208	3.7284e-01
ENSG00000075624	ACTB	0.948830	5.6043e-01
ENSG00000075643	MOCOS	0.074946	1.9753e-19
ENSG00000075651	PLD1	0.034739	3.2439e-05
ENSG00000075673	ATP12A	0.160422	1.9943e-12
ENSG00000075702	WDR62	0.206845	7.5775e-03
ENSG00000075711	DLG1	0.249041	9.3998e-01
ENSG00000075785	RAB7A	0.670821	4.5627e-01
ENSG00000075790	BCAP29	0.041264	1.0892e-01
ENSG00000075826	SEC31B	0.033784	5.6527e-05
ENSG00000075856	SART3	0.268236	4.6567e-01
ENSG00000075884	ARHGAP15	0.109001	4.5325e-02
ENSG00000075886	TUBA3D	0.327062	7.6705e-09
ENSG00000075891	PAX2	0.296288	9.7078e-01
ENSG00000075914	EXOSC7	0.062899	9.8846e-06
ENSG00000075945	KIFAP3	0.263272	1.0662e-03
ENSG00000075975	MKRN2	0.163175	1.9752e-03
ENSG00000076003	MCM6	0.207465	9.7441e-01
ENSG00000076043	REXO2	0.140114	2.7609e-01
ENSG00000076053	RBM7	0.215860	1.7454e-01
ENSG00000076067	RBMS2	0.080328	1.4620e-06
ENSG00000076108	BAZ2A	0.166424	1.4233e-01
ENSG00000076201	PTPN23	0.186049	8.1123e-01
ENSG00000076242	MLH1	0.125596	4.3469e-06
ENSG00000076248	UNG	0.073181	3.6230e-02
ENSG00000076258	FMO4	0.079823	1.1402e-10
ENSG00000076321	KLHL20	0.581465	1.6595e-01
ENSG00000076356	PLXNA2	0.322298	6.0081e-07
ENSG00000076382	SPAG5	0.118144	4.3791e-07
ENSG00000076513	ANKRD13A	0.158240	3.0037e-05
ENSG00000076554	TPD52	0.230854	2.5895e-07
ENSG00000076555	ACACB	0.110302	3.3673e-02
ENSG00000076604	TRAF4	0.551215	5.1093e-01
ENSG00000076641	PAG1	0.139351	1.9736e-02
ENSG00000076650	GPATCH1	0.052246	2.4656e-10
ENSG00000076662	ICAM3	0.069393	1.0945e-06
ENSG00000076685	NT5C2	0.362016	5.5418e-01
ENSG00000076706	MCAM	0.171227	1.2596e-04
ENSG00000076716	GPC4	0.407750	8.7525e-01
ENSG00000076770	MBNL3	0.252771	9.6728e-01
ENSG00000076826	CAMSAP3	0.293265	1.0000e+00
ENSG00000076864	RAP1GAP	0.246888	8.9391e-01
ENSG00000076924	XAB2	0.275608	9.8657e-01
ENSG00000076928	ARHGEF1	0.306867	7.4029e-01
ENSG00000076944	STXBP2	0.173127	6.0823e-04
ENSG00000076984	MAP2K7	0.416805	9.1441e-01
ENSG00000077009	NMRK2	0.115056	5.1684e-05
ENSG00000077044	DGKD	0.397551	1.9364e-01
ENSG00000077063	CTTNBP2	0.093601	4.3919e-01
ENSG00000077080	ACTL6B	0.466020	7.8788e-02
ENSG00000077092	RARB	0.573638	9.9781e-01
ENSG00000077097	TOP2B	0.462209	1.3746e-01
ENSG00000077147	TM9SF3	0.513043	9.9118e-01
ENSG00000077150	NFKB2	0.491412	4.0434e-01
ENSG00000077152	UBE2T	0.111644	1.2025e-05
ENSG00000077157	PPP1R12B	0.084772	7.2378e-05
ENSG00000077232	DNAJC10	0.068408	2.0087e-05
ENSG00000077235	GTF3C1	0.284779	1.4536e-01
ENSG00000077238	IL4R	0.167483	2.8007e-01
ENSG00000077254	USP33	0.310241	8.5809e-01
ENSG00000077264	PAK3	0.691395	9.8155e-01
ENSG00000077274	CAPN6	0.299605	4.5514e-01
ENSG00000077279	DCX	0.498635	9.7403e-01
ENSG00000077312	SNRPA	0.399692	1.0136e-02
ENSG00000077327	SPAG6	0.152165	1.8790e-11
ENSG00000077348	EXOSC5	0.099075	3.1115e-02
ENSG00000077380	DYNC1I2	0.321005	1.5608e-07
ENSG00000077420	APBB1IP	0.146851	9.6027e-01
ENSG00000077454	LRCH4	0.108558	3.7748e-02
ENSG00000077458	FAM76B	0.305841	3.1603e-01
ENSG00000077463	SIRT6	0.193771	3.6750e-01
ENSG00000077498	TYR	0.034656	4.3331e-32
ENSG00000077514	POLD3	0.072230	3.4352e-01
ENSG00000077522	ACTN2	0.376490	9.4592e-01
ENSG00000077549	CAPZB	0.657102	6.3194e-01
ENSG00000077585	GPR137B	0.062360	3.1092e-06
ENSG00000077616	NAALAD2	0.078579	1.3958e-20
ENSG00000077713	SLC25A43	0.281807	9.5148e-02
ENSG00000077721	UBE2A	0.838696	5.3314e-01
ENSG00000077782	FGFR1	0.451108	8.2114e-01
ENSG00000077800	FKBP6	0.243125	4.9489e-05
ENSG00000077809	GTF2I	0.412774	9.6553e-01
ENSG00000077935	SMC1B	0.190295	1.4607e-01
ENSG00000077942	FBLN1	0.391380	2.4772e-01
ENSG00000077943	ITGA8	0.073399	6.7884e-13
ENSG00000077984	CST7	0.048787	9.7564e-08
ENSG00000078018	MAP2	0.167279	1.9842e-01
ENSG00000078043	PIAS2	0.332859	4.2726e-01
ENSG00000078053	AMPH	0.207888	8.8874e-04
ENSG00000078061	ARAF	0.438797	9.4955e-01
ENSG00000078070	MCCC1	0.178549	5.6143e-09
ENSG00000078081	LAMP3	0.066086	4.0420e-01
ENSG00000078098	FAP	0.143844	5.9505e-06
ENSG00000078114	NEBL	0.138502	7.5047e-05
ENSG00000078124	ACER3	0.216160	4.2808e-01
ENSG00000078140	UBE2K	0.856521	9.1726e-01
ENSG00000078142	PIK3C3	0.303129	7.6763e-04
ENSG00000078177	N4BP2	0.030859	1.1354e-02
ENSG00000078246	TULP3	0.057382	6.1690e-02
ENSG00000078269	SYNJ2	0.045850	6.1075e-05
ENSG00000078295	ADCY2	0.534060	9.9474e-01
ENSG00000078304	PPP2R5C	0.425830	8.4140e-01
ENSG00000078328	RBFOX1	0.372844	9.2864e-01
ENSG00000078369	GNB1	0.629662	9.7143e-01
ENSG00000078399	HOXA9	0.098361	4.5838e-02
ENSG00000078401	EDN1	0.193433	4.5733e-01
ENSG00000078403	MLLT10	0.266241	9.9982e-01
ENSG00000078487	ZCWPW1	0.101268	9.8020e-13
ENSG00000078549	ADCYAP1R1	0.206155	2.0916e-01
ENSG00000078579	FGF20	0.135933	6.2574e-01
ENSG00000078589	P2RY10	0.581766	1.5937e-01
ENSG00000078596	ITM2A	0.202385	4.3810e-01
ENSG00000078668	VDAC3	0.242951	9.4019e-01
ENSG00000078674	PCM1	0.033205	7.7648e-11
ENSG00000078687	TNRC6C	0.198279	1.0000e+00
ENSG00000078699	CBFA2T2	0.359111	8.9037e-01
ENSG00000078725	BRINP1	0.281610	9.8951e-01
ENSG00000078747	ITCH	0.546188	1.0000e+00
ENSG00000078795	PKD2L2	0.092305	5.5105e-01
ENSG00000078804	TP53INP2	0.072283	1.9376e-01
ENSG00000078808	SDF4	0.184630	7.3768e-02
ENSG00000078814	MYH7B	0.034426	1.4175e-02
ENSG00000078898	BPIFB2	0.056238	2.6512e-10
ENSG00000078900	TP73	0.298019	9.8990e-01
ENSG00000078902	TOLLIP	0.252198	1.3282e-01
ENSG00000078967	UBE2D4	0.240786	1.2160e-04
ENSG00000079101	CLUL1	0.058140	4.4807e-01
ENSG00000079102	RUNX1T1	0.408052	9.9896e-01
ENSG00000079112	CDH17	0.082401	4.0307e-04
ENSG00000079134	THOC1	0.393610	8.5373e-01
ENSG00000079150	FKBP7	0.060000	4.8731e-09
ENSG00000079156	OSBPL6	0.252760	9.9996e-01
ENSG00000079215	SLC1A3	0.374705	7.2468e-01
ENSG00000079246	XRCC5	0.381636	5.4423e-01
ENSG00000079257	LXN	0.076354	4.3663e-07
ENSG00000079263	SP140	0.095979	2.3594e-07
ENSG00000079277	MKNK1	0.171588	4.8039e-05
ENSG00000079308	TNS1	0.133129	9.8114e-02
ENSG00000079313	REXO1	0.146797	9.8410e-01
ENSG00000079332	SAR1A	0.487965	2.0133e-01
ENSG00000079335	CDC14A	0.071789	3.6964e-06
ENSG00000079337	RAPGEF3	0.107533	5.0471e-21
ENSG00000079387	SENP1	0.274400	7.7179e-01
ENSG00000079393	DUSP13	0.096736	2.3404e-05
ENSG00000079432	CIC	0.198036	9.4983e-01
ENSG00000079435	LIPE	0.089588	1.3530e-02
ENSG00000079459	FDFT1	0.164499	6.8077e-10
ENSG00000079462	PAFAH1B3	0.186509	2.7477e-02
ENSG00000079482	OPHN1	0.459225	9.9977e-01
ENSG00000079557	AFM	0.039410	2.5534e-19
ENSG00000079616	KIF22	0.170112	4.0969e-04
ENSG00000079689	SCGN	0.085295	2.8824e-11
ENSG00000079739	PGM1	0.069892	1.4060e-10
ENSG00000079785	DDX1	0.224079	3.6331e-01
ENSG00000079805	DNM2	0.522818	2.8585e-02
ENSG00000079819	EPB41L2	0.121769	7.2256e-01
ENSG00000079841	RIMS1	0.245273	3.6394e-01
ENSG00000079931	MOXD1	0.026758	5.5638e-02
ENSG00000079950	STX7	0.157685	5.7245e-06
ENSG00000079974	RABL2B	0.102042	2.3082e-07
ENSG00000079999	KEAP1	0.534629	4.9231e-03
ENSG00000080007	DDX43	0.163901	7.1776e-01
ENSG00000080031	PTPRH	0.071770	6.2671e-37
ENSG00000080166	DCT	0.029050	7.8732e-14
ENSG00000080189	SLC35C2	0.245111	1.2886e-04
ENSG00000080224	EPHA6	0.289159	7.7809e-01
ENSG00000080293	SCTR	0.058828	2.1443e-11
ENSG00000080298	RFX3	0.666100	9.6269e-01
ENSG00000080345	RIF1	0.129333	1.0000e+00
ENSG00000080371	RAB21	0.389680	1.0576e-01
ENSG00000080493	SLC4A4	0.457468	7.5208e-01
ENSG00000080503	SMARCA2	0.590683	3.0765e-01
ENSG00000080511	RDH8	0.046740	1.3214e-03
ENSG00000080546	SESN1	0.140905	6.4330e-04
ENSG00000080561	MID2	0.378955	3.3696e-01
ENSG00000080572	PIH1D3	0.074950	8.5236e-01
ENSG00000080573	COL5A3	0.130415	1.1857e-19
ENSG00000080603	SRCAP	0.262110	5.9417e-01
ENSG00000080618	CPB2	0.172819	1.8960e-14
ENSG00000080644	CHRNA3	0.212340	4.1786e-01
ENSG00000080709	KCNN2	0.552218	9.9265e-01
ENSG00000080802	CNOT4	0.521235	9.9997e-01
ENSG00000080815	PSEN1	0.425081	6.8731e-01
ENSG00000080819	CPOX	0.275023	1.7695e-01
ENSG00000080822	CLDND1	0.143389	9.3647e-01
ENSG00000080823	MOK	0.065254	4.1530e-01
ENSG00000080824	HSP90AA1	0.323350	9.3348e-01
ENSG00000080839	RBL1	0.107777	8.2154e-02
ENSG00000080845	DLGAP4	0.323115	9.8728e-01
ENSG00000080910	CFHR2	0.043162	1.1706e-07
ENSG00000080986	NDC80	0.284009	2.6324e-02
ENSG00000081014	AP4E1	0.143172	3.6286e-03
ENSG00000081019	RSBN1	0.320286	1.3122e-01
ENSG00000081026	MAGI3	0.181615	7.9961e-01
ENSG00000081041	CXCL2	0.083117	4.2169e-07
ENSG00000081051	AFP	0.161035	1.1907e-11
ENSG00000081052	COL4A4	0.158950	2.7359e-15
ENSG00000081059	TCF7	0.128975	9.1363e-01
ENSG00000081087	OSTM1	0.171148	5.1276e-01
ENSG00000081138	CDH7	0.371259	4.5607e-01
ENSG00000081148	IMPG2	0.100410	4.7591e-13
ENSG00000081154	PCNP	0.347482	2.2235e-01
ENSG00000081177	EXD2	0.138996	3.2586e-12
ENSG00000081181	ARG2	0.103851	1.3990e-04
ENSG00000081189	MEF2C	0.643242	9.8612e-01
ENSG00000081237	PTPRC	0.131188	4.3751e-01
ENSG00000081248	CACNA1S	0.148625	1.7455e-12
ENSG00000081277	PKP1	0.092960	3.7902e-02
ENSG00000081307	UBA5	0.280668	6.8025e-03
ENSG00000081320	STK17B	0.321390	1.6973e-01
ENSG00000081377	CDC14B	0.135674	9.3717e-01
ENSG00000081386	ZNF510	0.068921	8.4473e-08
ENSG00000081479	LRP2	0.366154	9.7556e-01
ENSG00000081665	ZNF506	0.094690	4.5471e-06
ENSG00000081692	JMJD4	0.037315	3.6478e-07
ENSG00000081721	DUSP12	0.095835	1.6241e-04
ENSG00000081760	AACS	0.048292	6.6538e-08
ENSG00000081800	SLC13A1	0.064923	2.0891e-06
ENSG00000081803	CADPS2	0.131998	4.4203e-03
ENSG00000081818	PCDHB4	0.040189	8.0962e-12
ENSG00000081842	PCDHA6	0.056619	2.0032e-11
ENSG00000081853	PCDHGA2	0.029618	4.1991e-16
ENSG00000081870	HSPB11	0.158729	1.8445e-01
ENSG00000081913	PHLPP1	0.147111	9.5245e-01
ENSG00000081923	ATP8B1	0.289111	3.3025e-01
ENSG00000081985	IL12RB2	0.085774	1.1349e-09
ENSG00000082014	SMARCD3	0.471686	2.6101e-01
ENSG00000082068	WDR70	0.368982	1.2666e-03
ENSG00000082126	MPP4	0.052699	4.1417e-04
ENSG00000082146	STRADB	0.175332	8.3365e-01
ENSG00000082153	BZW1	0.456873	9.4026e-01
ENSG00000082175	PGR	0.299314	2.1053e-01
ENSG00000082196	C1QTNF3	0.060285	1.5638e-07
ENSG00000082212	ME2	0.108088	4.6728e-12
ENSG00000082213	C5orf22	0.081596	1.6083e-01
ENSG00000082258	CCNT2	0.273558	8.2216e-01
ENSG00000082269	FAM135A	0.192476	6.5825e-01
ENSG00000082293	COL19A1	0.091514	7.4355e-04
ENSG00000082397	EPB41L3	0.270984	3.7878e-01
ENSG00000082438	COBLL1	0.032855	6.8907e-01
ENSG00000082458	DLG3	0.368832	9.9937e-01
ENSG00000082482	KCNK2	0.354824	1.2442e-01
ENSG00000082497	SERTAD4	0.166686	1.6753e-01
ENSG00000082512	TRAF5	0.177704	2.1290e-12
ENSG00000082515	MRPL22	0.110447	5.5273e-07
ENSG00000082516	GEMIN5	0.087941	5.8232e-21
ENSG00000082556	OPRK1	0.193956	2.6769e-04
ENSG00000082641	NFE2L1	0.385883	9.9787e-01
ENSG00000082684	SEMA5B	0.140054	1.1693e-03
ENSG00000082701	GSK3B	0.599188	9.6265e-01
ENSG00000082781	ITGB5	0.136064	2.7202e-03
ENSG00000082805	ERC1	0.228168	8.4084e-04
ENSG00000082898	XPO1	0.815373	7.6356e-01
ENSG00000082996	RNF13	0.174770	9.0360e-03
ENSG00000083067	TRPM3	0.291823	9.0375e-06
ENSG00000083093	PALB2	0.078501	2.2475e-01
ENSG00000083099	LYRM2	0.068114	2.8651e-04
ENSG00000083123	BCKDHB	0.182301	2.2137e-03
ENSG00000083168	KAT6A	0.361001	1.0000e+00
ENSG00000083290	ULK2	0.208818	3.8855e-02
ENSG00000083312	TNPO1	0.583868	9.7438e-01
ENSG00000083444	PLOD1	0.172695	2.1528e-02
ENSG00000083454	P2RX5	0.029475	8.4672e-07
ENSG00000083457	ITGAE	0.101927	3.6039e-04
ENSG00000083520	DIS3	0.089588	4.5190e-19
ENSG00000083535	PIBF1	0.039532	2.6975e-11
ENSG00000083544	TDRD3	0.181987	3.3927e-04
ENSG00000083635	NUFIP1	0.035376	1.6324e-06
ENSG00000083642	PDS5B	0.474420	7.8362e-01
ENSG00000083720	OXCT1	0.489343	4.3904e-02
ENSG00000083750	RRAGB	0.504446	3.6295e-01
ENSG00000083782	EPYC	0.072100	4.7928e-04
ENSG00000083799	CYLD	0.528318	7.9210e-01
ENSG00000083807	SLC27A5	0.066953	2.6306e-13
ENSG00000083812	ZNF324	0.285869	1.1422e-02
ENSG00000083814	ZNF671	0.052172	4.6865e-04
ENSG00000083817	ZNF416	0.267224	3.6214e-01
ENSG00000083828	ZNF586	0.115990	6.7365e-02
ENSG00000083838	ZNF446	0.023962	1.5959e-01
ENSG00000083842	ZNF8	0.235104	1.4230e-02
ENSG00000083844	ZNF264	0.109406	4.7756e-03
ENSG00000083845	RPS5	0.682080	9.5113e-01
ENSG00000083857	FAT1	0.162322	8.0215e-01
ENSG00000083896	YTHDC1	0.482465	1.0000e+00
ENSG00000083937	CHMP2B	0.224431	4.0643e-06
ENSG00000084070	SMAP2	0.242891	1.5955e-03
ENSG00000084072	PPIE	0.248014	9.6031e-01
ENSG00000084073	ZMPSTE24	0.136965	1.3964e-15
ENSG00000084090	STARD7	0.229992	9.4682e-01
ENSG00000084092	NOA1	0.053664	8.6026e-06
ENSG00000084093	REST	0.245004	9.9393e-01
ENSG00000084110	HAL	0.096919	5.6253e-15
ENSG00000084112	SSH1	0.184319	1.2559e-02
ENSG00000084207	GSTP1	0.051322	7.0502e-02
ENSG00000084234	APLP2	0.073639	7.5062e-01
ENSG00000084453	SLCO1A2	0.039087	3.4484e-11
ENSG00000084463	WBP11	0.386803	7.8482e-01
ENSG00000084623	EIF3I	0.416500	9.4591e-01
ENSG00000084628	NKAIN1	0.341436	2.1510e-01
ENSG00000084636	COL16A1	0.117772	2.3378e-04
ENSG00000084652	TXLNA	0.237543	9.9779e-01
ENSG00000084674	APOB	0.119033	1.9795e-01
ENSG00000084676	NCOA1	0.323334	1.0000e+00
ENSG00000084693	AGBL5	0.217523	6.1924e-01
ENSG00000084710	EFR3B	0.404371	1.0114e-03
ENSG00000084731	KIF3C	0.399395	9.8579e-01
ENSG00000084733	RAB10	0.683742	9.7387e-01
ENSG00000084734	GCKR	0.037625	1.5575e-07
ENSG00000084754	HADHA	0.207216	9.6623e-02
ENSG00000084764	MAPRE3	0.562350	8.1298e-01
ENSG00000084774	CAD	0.295749	7.0177e-01
ENSG00000085063	CD59	0.117747	1.6369e-01
ENSG00000085117	CD82	0.096494	5.3730e-03
ENSG00000085185	BCORL1	0.236573	9.9998e-01
ENSG00000085224	ATRX	0.403400	7.1008e-01
ENSG00000085231	TAF9	0.197754	1.8181e-04
ENSG00000085265	FCN1	0.064242	3.8523e-16
ENSG00000085274	MYNN	0.281676	7.8285e-01
ENSG00000085276	MECOM	0.310423	8.3442e-01
ENSG00000085377	PREP	0.331646	1.1734e-01
ENSG00000085382	HACE1	0.482446	2.2195e-01
ENSG00000085415	SEH1L	0.272424	8.3666e-01
ENSG00000085433	WDR47	0.354724	5.7873e-01
ENSG00000085449	WDFY1	0.228900	2.3308e-01
ENSG00000085465	OVGP1	0.044712	1.1544e-01
ENSG00000085491	SLC25A24	0.146140	4.3557e-01
ENSG00000085514	PILRA	0.075932	2.2105e-09
ENSG00000085552	IGSF9	0.091469	7.0250e-13
ENSG00000085563	ABCB1	0.273957	1.7571e-03
ENSG00000085644	ZNF213	0.234469	4.3665e-07
ENSG00000085662	AKR1B1	0.247294	1.4514e-04
ENSG00000085719	CPNE3	0.058738	2.8328e-07
ENSG00000085721	RRN3	0.180138	2.3556e-03
ENSG00000085733	CTTN	0.200491	8.5099e-01
ENSG00000085741	WNT11	0.350050	5.2987e-03
ENSG00000085760	MTIF2	0.105391	2.9005e-01
ENSG00000085788	DDHD2	0.154702	1.7111e-03
ENSG00000085831	TTC39A	0.271234	5.3265e-01
ENSG00000085832	EPS15	0.139342	1.3299e-02
ENSG00000085840	ORC1	0.165437	3.1137e-14
ENSG00000085871	MGST2	0.182158	3.3447e-01
ENSG00000085872	CHERP	0.582701	1.0000e+00
ENSG00000085978	ATG16L1	0.430410	3.5586e-01
ENSG00000085982	USP40	0.024381	4.6352e-03
ENSG00000085998	POMGNT1	0.211574	1.3531e-21
ENSG00000085999	RAD54L	0.075484	1.3115e-06
ENSG00000086015	MAST2	0.230726	4.4846e-19
ENSG00000086061	DNAJA1	0.484468	5.9287e-01
ENSG00000086062	B4GALT1	0.289451	7.2978e-02
ENSG00000086065	CHMP5	0.171274	1.8519e-02
ENSG00000086102	NFX1	0.206998	1.1362e-04
ENSG00000086159	AQP6	0.089736	4.2818e-02
ENSG00000086189	DIMT1	0.141335	2.7578e-05
ENSG00000086200	IPO11	0.219895	2.4904e-01
ENSG00000086205	FOLH1	0.203944	6.2042e-08
ENSG00000086232	EIF2AK1	0.232091	7.5817e-06
ENSG00000086288	NME8	0.028063	1.1441e-08
ENSG00000086289	EPDR1	0.067195	2.0687e-03
ENSG00000086300	SNX10	0.195403	3.7941e-08
ENSG00000086475	SEPHS1	0.652273	9.6576e-01
ENSG00000086504	MRPL28	0.041158	1.0674e-06
ENSG00000086506	HBQ1	0.159539	8.3234e-04
ENSG00000086544	ITPKC	0.155474	1.3728e-01
ENSG00000086548	CEACAM6	0.131782	1.4937e-02
ENSG00000086570	FAT2	0.117441	3.7353e-06
ENSG00000086589	RBM22	0.533113	9.9684e-01
ENSG00000086598	TMED2	0.504122	7.6921e-01
ENSG00000086666	ZFAND6	0.253560	5.7713e-01
ENSG00000086696	HSD17B2	0.076978	1.0020e-05
ENSG00000086712	TXLNG	0.170427	9.9184e-01
ENSG00000086717	PPEF1	0.385359	9.2267e-01
ENSG00000086730	LAT2	0.050317	7.3404e-02
ENSG00000086758	HUWE1	0.587438	6.6367e-01
ENSG00000086827	ZW10	0.078014	1.3846e-03
ENSG00000086848	ALG9	0.202890	5.5148e-04
ENSG00000086967	MYBPC2	0.062504	4.3027e-23
ENSG00000086991	NOX4	0.054795	8.9626e-16
ENSG00000087008	ACOX3	0.112575	2.7185e-03
ENSG00000087053	MTMR2	0.304925	1.4831e-06
ENSG00000087074	PPP1R15A	0.044649	3.4100e-01
ENSG00000087076	HSD17B14	0.034651	8.7246e-10
ENSG00000087077	TRIP6	0.071440	3.1127e-02
ENSG00000087086	FTL	0.110639	1.6140e-09
ENSG00000087087	SRRT	0.368263	4.2547e-01
ENSG00000087088	BAX	0.157578	4.9378e-01
ENSG00000087095	NLK	0.530475	6.9721e-01
ENSG00000087111	PIGS	0.100703	2.2430e-05
ENSG00000087116	ADAMTS2	0.350791	1.1086e-01
ENSG00000087128	TMPRSS11E	0.120632	3.1094e-07
ENSG00000087152	ATXN7L3	0.422501	7.2212e-01
ENSG00000087157	PGS1	0.295638	8.4056e-09
ENSG00000087191	PSMC5	0.812107	9.0916e-01
ENSG00000087206	UIMC1	0.145945	3.8885e-07
ENSG00000087237	CETP	0.074006	9.1666e-22
ENSG00000087245	MMP2	0.287212	6.8337e-01
ENSG00000087250	MT3	0.203912	4.1617e-01
ENSG00000087253	LPCAT2	0.252096	2.5137e-04
ENSG00000087258	GNAO1	0.664465	8.2270e-01
ENSG00000087263	OGFOD1	0.064787	4.8650e-15
ENSG00000087266	SH3BP2	0.154195	1.1383e-03
ENSG00000087269	NOP14	0.051414	1.3257e-05
ENSG00000087274	ADD1	0.233297	3.7938e-01
ENSG00000087299	L2HGDH	0.123874	2.0713e-01
ENSG00000087303	NID2	0.092989	2.1375e-03
ENSG00000087338	GMCL1	0.176411	1.4982e-06
ENSG00000087365	SF3B2	0.362650	9.9527e-01
ENSG00000087448	KLHL42	0.141484	2.7341e-02
ENSG00000087460	GNAS	0.329294	9.7387e-01
ENSG00000087470	DNM1L	0.472398	1.7033e-04
ENSG00000087494	PTHLH	0.201169	8.3368e-01
ENSG00000087495	PHACTR3	0.260103	9.9607e-01
ENSG00000087502	ERGIC2	0.195385	4.6979e-02
ENSG00000087510	TFAP2C	0.402477	6.4751e-01
ENSG00000087586	AURKA	0.401000	4.8701e-01
ENSG00000087589	CASS4	0.142025	2.9363e-01
ENSG00000087842	PIR	0.059374	5.3141e-09
ENSG00000087884	AAMDC	0.051417	2.5621e-05
ENSG00000087903	RFX2	0.362590	4.4251e-01
ENSG00000087916	SLC6A14	0.242478	4.7425e-01
ENSG00000087995	METTL2A	0.060873	3.5643e-13
ENSG00000088002	SULT2B1	0.220521	2.3789e-01
ENSG00000088035	ALG6	0.191741	5.4179e-03
ENSG00000088038	CNOT3	0.537581	4.8908e-01
ENSG00000088053	GP6	0.118448	1.3419e-01
ENSG00000088179	PTPN4	0.366992	9.1489e-01
ENSG00000088205	DDX18	0.257481	5.3482e-01
ENSG00000088247	KHSRP	0.444429	9.5776e-01
ENSG00000088256	GNA11	0.714350	9.5699e-01
ENSG00000088280	ASAP3	0.111221	8.7997e-03
ENSG00000088298	EDEM2	0.191023	1.0287e-05
ENSG00000088305	DNMT3B	0.384775	3.5619e-01
ENSG00000088320	REM1	0.081682	6.7650e-08
ENSG00000088325	TPX2	0.114077	9.9984e-01
ENSG00000088356	PDRG1	0.142850	2.5909e-04
ENSG00000088367	EPB41L1	0.301092	2.1968e-02
ENSG00000088386	SLC15A1	0.050299	1.4201e-12
ENSG00000088387	DOCK9	0.249845	8.7780e-01
ENSG00000088448	ANKRD10	0.302925	1.7624e-03
ENSG00000088451	TGDS	0.068355	1.2680e-08
ENSG00000088538	DOCK3	0.373650	1.0000e+00
ENSG00000088543	C3orf18	0.145495	6.6075e-04
ENSG00000088682	COQ9	0.094811	7.0322e-05
ENSG00000088726	TMEM40	0.047403	2.2558e-05
ENSG00000088727	KIF9	0.103619	5.0712e-09
ENSG00000088756	ARHGAP28	0.123258	2.5767e-03
ENSG00000088766	CRLS1	0.090716	1.6767e-01
ENSG00000088782	DEFB127	0.022641	4.0314e-01
ENSG00000088808	PPP1R13B	0.220336	1.6699e-01
ENSG00000088812	ATRN	0.300506	1.0000e+00
ENSG00000088826	SMOX	0.351982	1.2264e-02
ENSG00000088827	SIGLEC1	0.016817	2.1283e-07
ENSG00000088832	FKBP1A	0.513742	7.4852e-01
ENSG00000088833	NSFL1C	0.295697	4.9645e-02
ENSG00000088836	SLC4A11	0.271324	4.3675e-13
ENSG00000088854	C20orf194	0.172496	2.4509e-05
ENSG00000088876	ZNF343	0.077975	5.0879e-03
ENSG00000088881	EBF4	0.238813	1.5392e-03
ENSG00000088882	CPXM1	0.205102	3.9063e-12
ENSG00000088888	MAVS	0.090744	6.7899e-07
ENSG00000088926	F11	0.061996	3.1411e-09
ENSG00000088930	XRN2	0.328035	5.4531e-01
ENSG00000088986	DYNLL1	0.687794	5.8697e-01
ENSG00000088992	TESC	0.259640	1.8261e-02
ENSG00000089006	SNX5	0.077480	2.9793e-01
ENSG00000089009	RPL6	0.142340	7.7555e-01
ENSG00000089012	SIRPG	0.072625	4.0656e-10
ENSG00000089022	MAPKAPK5	0.380965	6.9330e-01
ENSG00000089041	P2RX7	0.041270	3.0454e-11
ENSG00000089048	ESF1	0.115673	2.0165e-02
ENSG00000089050	RBBP9	0.095372	3.5659e-02
ENSG00000089053	ANAPC5	0.272783	7.9403e-01
ENSG00000089057	SLC23A2	0.461222	2.3841e-03
ENSG00000089060	SLC8B1	0.077019	1.6302e-15
ENSG00000089063	TMEM230	0.189710	6.9828e-01
ENSG00000089091	DZANK1	0.039043	1.6240e-19
ENSG00000089094	KDM2B	0.365080	9.5615e-01
ENSG00000089116	LHX5	0.380273	9.4293e-01
