ensembl_id	gene	UNEECON-G	pLI	mis-z	RVIS	GDI	disease_or_essential_gene
ENSG00000109667	SLC2A9	0.119909	0.00082049	-0.062181	0.127845372	-5201.07444	TRUE
ENSG00000109670	FBXW7	0.509681	0.60404	0.51184	0.212034134	-117.50249	TRUE
ENSG00000109686	SH3D19	0.060804	1.5182e-05	0.73473	-0.31685763	-842.83393	TRUE
ENSG00000109736	MFSD10	0.041756	1.667e-08	-0.64976	-0.009925704	-150.12015	FALSE
ENSG00000109738	GLRB	0.271011	0.0010133	0.90047	0.511472485	-40.74042	TRUE
ENSG00000109756	RAPGEF2	0.444295	0.63379	0.91774	2.163981058	-98.637	TRUE
ENSG00000109787	KLF3	0.357003	0.72748	0.75239	0.394787961	-21.33351	TRUE
ENSG00000109805	NCAPG	0.108108	0.28721	0.40532	0.438690123	-1334.35827	FALSE
ENSG00000109814	UGDH	0.396466	0.33259	0.96848	0.184852568	-82.05323	TRUE
ENSG00000109819	PPARGC1A	0.192998	0.65786	0.83079	0.908248021	-3482.86438	TRUE
ENSG00000109919	MTCH2	0.202943	0.17968	0.98107	-0.24485813	-2590.74426	FALSE
ENSG00000109920	FNBP4	0.209873	0.29198	0.46699	0.347622968	-3100.85744	FALSE
ENSG00000109929	SC5D	0.179324	0.00034358	0.80199	0.187819458	-15.07852	TRUE
ENSG00000109991	P2RX3	0.175741	1.0347e-06	1.2703	-0.156757745	-1523.99976	FALSE
ENSG00000110002	VWA5A	0.035411	4.3106e-28	-0.79105	-0.781100295	-1165.38867	FALSE
ENSG00000110047	EHD1	0.346879	0.7033	2.124	0.876530519	-34.3386	TRUE
ENSG00000110076	NRXN2	0.333478	0.31354	0.96452	3.073708586	-1296.88776	TRUE
ENSG00000110090	CPT1A	0.286103	0.1415	0.63977	0.167837851	-317.78824	TRUE
ENSG00000110092	CCND1	0.294435	0.60335	0.75389	0.744689179	-11.551	TRUE
ENSG00000110104	CCDC86	0.096485	0.14656	0.097187	-0.147696806	-359.74826	TRUE
ENSG00000110107	PRPF19	0.650638	0.8691	3.8893	0.406815543	-12.11009	TRUE
ENSG00000110148	CCKBR	0.10931	3.7318e-07	0.6376	-0.182995546	-435.38052	FALSE
ENSG00000110172	CHORDC1	0.122273	0.47407	0.76963	0.031305786	-12.30329	TRUE
ENSG00000110195	FOLR1	0.209451	0.098285	0.70444	-0.287034906	-31.20225	TRUE
ENSG00000110237	ARHGEF17	0.133759	0.56606	0.76966	1.546223773	-3511.2966	FALSE
ENSG00000110315	RNF141	0.220791	0.003772	0.9887	-0.138799318	-62.11544	FALSE
ENSG00000110321	EIF4G2	0.45976	0.94753	0.85226	1.257389063	-18.07447	TRUE
ENSG00000110367	DDX6	0.641865	0.99969	3.9313	0.402285611	-51.00128	FALSE
ENSG00000110375	UPK2	0.055169	3.587e-08	-0.22063	-0.554924641	-412.6635	TRUE
ENSG00000110395	CBL	0.254901	0.0044749	1.16	0.780311129	-223.45333	TRUE
ENSG00000110422	HIPK3	0.212519	0.48865	0.34451	0.863280474	-336.31364	FALSE
ENSG00000110436	SLC1A2	0.382701	0.48383	2.3982	0.962290166	-31.32127	TRUE
ENSG00000110497	AMBRA1	0.350993	0.99991	0.61799	1.370530964	-137.80881	TRUE
ENSG00000110514	MADD	0.214658	0.26554	0.97975	2.094483654	-2594.76668	TRUE
ENSG00000110536	PTPMT1	0.065715	0.00065488	0.55135	-0.402939088	-21.79044	TRUE
ENSG00000110693	SOX6	0.375476	0.83698	0.77661	1.901709971	-34.06577	TRUE
ENSG00000110713	NUP98	0.314633	0.75149	0.62499	-0.390135842	-833.00074	TRUE
ENSG00000110719	TCIRG1	0.162458	1.6722e-13	0.89235	-0.113638533	-484.54582	TRUE
ENSG00000110721	CHKA	0.214077	0.77148	0.60111	0.35792417	-36.30666	TRUE
ENSG00000110723	EXPH5	0.042441	1.3132e-15	-0.09505	-1.813376082	-9943.87558	FALSE
ENSG00000110786	PTPN5	0.214367	0.0081548	1.2961	-0.042258271	-2288.45061	FALSE
ENSG00000110911	SLC11A2	0.386763	0.025307	0.91124	0.322623801	-138.02468	TRUE
ENSG00000110931	CAMKK2	0.258964	0.098165	0.026448	0.081921597	-2630.25871	FALSE
ENSG00000110934	BIN2	0.152468	6.5557e-10	1.1736	0.034433817	-875.4025	FALSE
ENSG00000110944	IL23A	0.181193	0.36909	1.2705	0.314186872	-7.31511	FALSE
ENSG00000110958	PTGES3	0.400891	0.95931	0.88802	0.040987103	-30.97993	TRUE
ENSG00000111012	CYP27B1	0.156208	0.00060656	0.36416	0.476171935	-111.70148	FALSE
ENSG00000111046	MYF6	0.103572	0.0044299	-0.3283	-0.855938653	-35.19539	TRUE
ENSG00000111049	MYF5	0.102899	0.00020692	-0.34895	0.749218862	-20.32434	TRUE
ENSG00000111052	LIN7A	0.286909	7.6209e-08	1.2703	0.14564424	-13.24339	FALSE
ENSG00000111087	GLI1	0.071682	2.8723e-15	-0.050425	0.810642683	-3015.45702	FALSE
ENSG00000111142	METAP2	0.494418	0.14461	0.51135	-0.104119612	-89.69569	TRUE
ENSG00000111144	LTA4H	0.113267	1.5019e-07	1.6071	0.995407572	-125.21901	FALSE
ENSG00000111145	ELK3	0.209351	0.059659	0.97004	-0.130357295	-177.97683	TRUE
ENSG00000111203	ITFG2	0.104992	1.0112e-07	0.78405	0.755310523	-49.68317	FALSE
ENSG00000111206	FOXM1	0.176118	0.0002826	0.81308	-0.872170785	-1962.3687	TRUE
ENSG00000111224	PARP11	0.138605	0.00054371	0.74432	0.897463036	-8.14301	FALSE
ENSG00000111229	ARPC3	0.152508	0.092674	0.053724	-0.308906669	-10.19968	TRUE
ENSG00000111245	MYL2	0.2469	1.4038e-08	0.43077	0.190786568	-4.93524	TRUE
ENSG00000111249	CUX2	0.281226	0.50114	3.3787	1.294628237	-435.46645	TRUE
ENSG00000111262	KCNA1	0.621083	0.095893	3.3436	1.047270992	-19.30329	TRUE
ENSG00000111300	NAA25	0.340046	0.84025	3.6826	0.506321076	-2728.20466	FALSE
ENSG00000111319	SCNN1A	0.099253	6.2193e-12	0.089219	0.154246044	-2083.23781	TRUE
ENSG00000111328	CDK2AP1	0.488687	0.38231	1.5957	-0.111779833	-6.69725	TRUE
ENSG00000111364	DDX55	0.092878	3.7147e-08	0.69515	0.270767051	-2452.48731	FALSE
ENSG00000111405	ENDOU	0.084151	4.2641e-14	0.63365	-0.911541953	-207.83067	FALSE
ENSG00000111450	STX2	0.060314	2.1945e-07	0.13754	-0.730965693	-596.94941	FALSE
ENSG00000111530	CAND1	0.48336	1	4.3815	1.832496086	-65.69716	FALSE
ENSG00000111602	TIMELESS	0.064332	2.0968e-22	-0.033791	0.579787857	-9968.9554	TRUE
ENSG00000111640	GAPDH	0.44182	0.11455	1.9104	0.452739484	-25.5685	TRUE
ENSG00000111647	UHRF1BP1L	0.171596	0.19155	0.55617	-0.309049037	-1032.40429	FALSE
ENSG00000111666	CHPT1	0.059937	0.003491	0.85984	-0.017584362	-2974.05814	FALSE
ENSG00000111667	USP5	0.430451	0.65329	3.3788	1.849058816	-55.70803	TRUE
ENSG00000111669	TPI1	0.22525	0.36202	0.83331	0.109562537	-68.746	TRUE
ENSG00000111676	ATN1	0.272271	0.9999	1.873	1.006208722	-746.86669	TRUE
ENSG00000111679	PTPN6	0.504973	0.55178	2.8004	0.763589585	-38.84867	TRUE
ENSG00000111704	NANOG	0.084372	0.58307	0.61519	-0.383416981	-137.67876	TRUE
ENSG00000111707	SUDS3	0.316847	0.64675	2.152	0.558022258	-29.42985	TRUE
ENSG00000111725	PRKAB1	0.221681	0.085532	0.87582	0.039584489	-112.79322	TRUE
ENSG00000111727	HCFC2	0.461071	0.35999	3.6402	0.540839167	-202.17732	FALSE
ENSG00000111752	PHC1	0.231962	0.99947	0.85396	0.40837817	-1289.55749	TRUE
ENSG00000111783	RFX4	0.356329	0.88985	0.88827	0.729070509	-203.71163	TRUE
ENSG00000111785	RIC8B	0.311703	0.64415	0.83414	0.271388172	-85.92104	FALSE
ENSG00000111799	COL12A1	0.159965	0.20153	0.55029	0.963205921	-1491.01427	TRUE
ENSG00000111801	BTN3A3	0.022999	0.00012774	-0.092092	-1.317077666	-154.38227	TRUE
ENSG00000111802	TDP2	0.105385	2.171e-08	0.83731	0.288727202	-2341.47191	FALSE
ENSG00000111816	FRK	0.155606	1.6881e-12	0.82944	-0.253755448	-3263.17261	FALSE
ENSG00000111817	DSE	0.360631	0.00018213	0.42938	0.178299821	-2165.69773	FALSE
ENSG00000111845	PAK1IP1	0.196592	0.33171	0.89025	0.131431973	-205.11068	FALSE
ENSG00000111860	CEP85L	0.228482	1.3503e-05	0.45525	-0.217513085	-750.8512	FALSE
ENSG00000111863	ADTRP	0.056075	2.733e-06	0.094583	0.129868442	-1559.12031	FALSE
ENSG00000111875	ASF1A	0.621861	0.75776	2.5122	0.119244784	-1.1279	TRUE
ENSG00000111879	FAM184A	0.096054	4.2515e-13	0.96039	0.226572102	-717.75614	FALSE
ENSG00000112029	FBXO5	0.201796	0.99059	0.96279	-0.405120656	-411.83527	TRUE
ENSG00000112033	PPARD	0.408623	0.96454	2.5467	1.261760289	-9.44199	TRUE
ENSG00000112053	SLC26A8	0.099782	3.5367e-12	0.17125	-0.680971823	-2032.37507	FALSE
ENSG00000112062	MAPK14	0.597277	0.48061	3.4683	-0.192220069	-22.88461	TRUE
ENSG00000112078	KCTD20	0.21776	0.011844	0.24259	0.226246062	-3868.93239	FALSE
ENSG00000112096	SOD2	0.276855	0.10963	0.99675	0.095971808	-2050.40796	TRUE
ENSG00000112116	IL17F	0.064702	0.038881	-0.16458	-0.340455855	-537.66765	FALSE
ENSG00000112118	MCM3	0.185019	4.8716e-11	0.91086	0.427446462	-1157.63897	TRUE
ENSG00000112146	FBXO9	0.216928	0.0095865	0.99274	0.105032293	-47.43335	FALSE
ENSG00000112175	BMP5	0.270603	0.00030949	0.68744	0.23155801	-159.17943	TRUE
ENSG00000112208	BAG2	0.324934	0.044569	1.5494	0.120026379	-11.50072	FALSE
ENSG00000112210	RAB23	0.120179	0.0057955	0.33905	-0.097405521	-1138.91644	TRUE
ENSG00000112242	E2F3	0.260159	0.86388	1.7624	-0.347168891	-122.01208	TRUE
ENSG00000112246	SIM1	0.187849	0.99816	0.62174	1.131795826	-2822.33817	TRUE
ENSG00000112276	BVES	0.145687	6.9212e-06	0.66542	0.007251712	-234.70637	FALSE
ENSG00000112280	COL9A1	0.149678	1.9669e-07	0.57939	0.071622223	-7049.10534	FALSE
ENSG00000112290	WASF1	0.450449	0.53101	2.5574	0.832790377	-30.31193	TRUE
ENSG00000112294	ALDH5A1	0.184501	1.831e-07	0.75042	-0.362161292	-1777.9694	TRUE
ENSG00000112303	VNN2	0.044719	0.0041793	-0.93904	0.197040906	-139.33156	FALSE
ENSG00000112305	SMAP1	0.281305	0.49752	0.69111	0.540057797	-1636.02834	FALSE
ENSG00000112312	GMNN	0.207853	0.20919	0.98818	-0.394660173	-1758.98161	TRUE
ENSG00000112319	EYA4	0.295869	0.012753	0.91738	0.563490942	-4701.77691	TRUE
ENSG00000112333	NR2E1	0.55988	0.49538	2.7865	0.612225382	-12.0367	FALSE
ENSG00000112335	SNX3	0.48265	0.36128	1.7414	0.235147858	-2.85375	FALSE
ENSG00000112343	TRIM38	0.082978	1.1893e-08	0.59359	-0.502901342	-428.66293	FALSE
ENSG00000112357	PEX7	0.137806	7.6646e-10	0.56613	0.385728038	-28.2424	TRUE
ENSG00000112367	FIG4	0.268291	8.444e-10	0.73931	1.32972949	-2517.20331	FALSE
ENSG00000112378	PERP	0.08886	0.089635	0.57781	-0.506034292	-89.9839	TRUE
ENSG00000112419	PHACTR2	0.160243	0.05014	0.98645	-0.128793184	-1505.57685	FALSE
ENSG00000112499	SLC22A2	0.069927	1.8052e-12	-0.058369	0.639566557	-143.26794	FALSE
ENSG00000112531	QKI	0.510803	0.14925	3.1518	0.600197215	-6.7048	TRUE
ENSG00000112559	MDFI	0.112121	0.23642	0.064104	-0.207994991	-120.89326	TRUE
ENSG00000112562	SMOC2	0.149051	0.22581	0.72847	0.525844958	-113.09937	FALSE
ENSG00000112578	BYSL	0.163323	0.00010101	0.48679	-0.600683058	-1256.33001	TRUE
ENSG00000112592	TBP	0.514428	0.16664	0.88835	0.2615466	-6.50302	TRUE
ENSG00000112640	PPP2R5D	0.524308	0.94353	3.7176	0.92386155	-13.97572	TRUE
ENSG00000112655	PTK7	0.304724	0.47768	2.251	1.399907107	-636.95125	TRUE
ENSG00000112658	SRF	0.45629	0.97679	2.8291	0.543025656	-14.01781	TRUE
ENSG00000112659	CUL9	0.301009	0.98817	3.3399	0.748399691	-3074.2659	FALSE
ENSG00000112699	GMDS	0.382557	0.96571	1.9178	0.43087093	-12.57528	FALSE
ENSG00000112706	IMPG1	0.034346	4.7598e-06	-0.89047	-0.668943307	-2205.13484	FALSE
ENSG00000112715	VEGFA	0.206842	0.813	0.99195	0.287164164	-95.26537	TRUE
ENSG00000112769	LAMA4	0.121112	4.3746e-23	0.094079	0.661403346	-3392.7618	TRUE
ENSG00000112812	PRSS16	0.122924	0.09268	0.86255	0.248115401	-1620.43255	FALSE
ENSG00000112837	TBX18	0.140514	0.87366	0.83887	-0.225953285	-3185.14035	TRUE
ENSG00000112902	SEMA5A	0.196901	0.0062449	1.4754	0.853614415	-185.92785	TRUE
ENSG00000112964	GHR	0.114905	0.11816	-0.27373	-0.351536043	-4777.95984	TRUE
ENSG00000112996	MRPS30	0.051965	1.7098e-08	-0.87074	-0.694717834	-151.99909	FALSE
ENSG00000113048	MRPS27	0.11364	0.10999	0.93749	-0.222205078	-2175.55407	FALSE
ENSG00000113070	HBEGF	0.256262	0.080372	1.4252	-0.217839222	-24.22839	TRUE
ENSG00000113073	SLC4A9	0.04855	1.36e-20	1.244	-0.37699486	-300.21036	FALSE
ENSG00000113083	LOX	0.39713	0.98966	0.80994	-0.062726108	-868.16804	TRUE
ENSG00000113161	HMGCR	0.430734	0.11594	3.9068	1.156467059	-48.92052	TRUE
ENSG00000113163	COL4A3BP	0.373903	0.28957	3.4438	0.655962464	-94.06557	TRUE
ENSG00000113196	HAND1	0.17692	0.11424	-0.25628	-0.043202614	-34.31596	TRUE
ENSG00000113212	PCDHB7	0.014113	1.1346e-17	-2.6325	-1.078233765	-4489.23646	FALSE
ENSG00000113327	GABRG2	0.631079	0.93791	3.3588	0.910271913	-16.67966	TRUE
ENSG00000113361	CDH6	0.315424	0.96754	2.5444	1.199430287	-49.63788	FALSE
ENSG00000113368	LMNB1	0.264348	0.62637	1.6699	0.857627844	-123.78072	TRUE
ENSG00000113407	TARS	0.146267	3.6397e-11	0.48664	-1.055095876	-593.86357	FALSE
ENSG00000113448	PDE4D	0.367704	0.99984	3.9331	1.005251231	-15.63977	TRUE
ENSG00000113460	BRIX1	0.099509	0.73716	0.68207	-0.270477266	-1483.24875	FALSE
ENSG00000113522	RAD50	0.12128	2.4119e-06	0.5987	0.216894362	-175.25604	TRUE
ENSG00000113532	ST8SIA4	0.38664	0.01033	1.8044	0.463986201	-21.20035	FALSE
ENSG00000113569	NUP155	0.148871	0.61565	0.96199	2.49612096	-108.44065	TRUE
ENSG00000113580	NR3C1	0.360023	0.094193	-0.097191	0.464926872	-135.29579	TRUE
ENSG00000113594	LIFR	0.113171	0.29446	-0.080553	0.587100077	-1747.13043	TRUE
ENSG00000113721	PDGFRB	0.217007	0.50056	-0.1864	0.758791842	-403.35243	TRUE
ENSG00000113810	SMC4	0.150466	0.12886	0.94446	1.56552321	-434.06529	FALSE
ENSG00000113812	ACTR8	0.104531	0.00012275	0.95046	0.686893033	-1131.54341	FALSE
ENSG00000113916	BCL6	0.350393	0.89728	2.3397	0.081921597	-1225.27484	TRUE
ENSG00000113971	NPHP3	0.166929	0.019441	0.98132	0.799403065	-367.4987	TRUE
ENSG00000114054	PCCB	0.128424	0.041892	0.94928	-0.356066389	-142.91455	FALSE
ENSG00000114062	UBE3A	0.713985	0.89815	4.6618	1.333310276	-36.43521	TRUE
ENSG00000114098	ARMC8	0.361932	1	0.50909	0.820762116	-39.0134	FALSE
ENSG00000114124	GRK7	0.07712	2.3672e-08	0.94481	-1.061188702	-958.17218	FALSE
ENSG00000114209	PDCD10	0.385118	0.96542	0.94839	0.09519008	-31.98829	TRUE
ENSG00000114248	LRRC31	0.032272	9.6796e-05	-0.097641	-0.99948387	-643.20122	FALSE
ENSG00000114251	WNT5A	0.350007	0.98223	2.0783	0.633312939	-27.84285	TRUE
ENSG00000114270	COL7A1	0.183757	4.7629e-42	0.64904	-0.564888038	-892.33092	TRUE
ENSG00000114302	PRKAR2A	0.179891	0.67368	0.90337	-0.33967289	-138.8496	FALSE
ENSG00000114315	HES1	0.121125	0.69366	0.80757	0.554272998	-13.19158	TRUE
ENSG00000114331	ACAP2	0.349335	0.76746	0.63576	0.603321593	-40.66494	FALSE
ENSG00000114346	ECT2	0.209031	8.3748e-08	0.92494	0.577865667	-372.8648	TRUE
ENSG00000114353	GNAI2	0.596703	0.97586	3.1624	0.290912861	-19.39378	TRUE
ENSG00000114388	NPRL2	0.326036	0.31529	1.6308	0.687516482	-11.96438	TRUE
ENSG00000114416	FXR1	0.541493	0.38251	0.92926	0.932140812	-32.43007	TRUE
ENSG00000114446	IFT57	0.064411	3.662e-06	0.38318	0.248115401	-83.15321	TRUE
ENSG00000114480	GBE1	0.119169	1.445e-11	0.59017	-0.7044008	-3530.8208	TRUE
ENSG00000114573	ATP6V1A	0.541116	0.7972	3.451	0.445241967	-22.70912	FALSE
ENSG00000114631	PODXL2	0.117269	0.99937	1.0026	-0.596934843	-181.93063	FALSE
ENSG00000114739	ACVR2B	0.40497	0.81126	2.0998	1.175994149	-47.22568	TRUE
ENSG00000114744	COMMD2	0.240927	1.7776e-09	0.71413	0.067387132	-1969.53174	FALSE
ENSG00000114767	RRP9	0.266108	0.18496	1.2927	-0.069440474	-109.70531	FALSE
ENSG00000114805	PLCH1	0.277108	0.061772	2.315	2.078447288	-322.80077	FALSE
ENSG00000114812	VIPR1	0.0342	3.929e-25	0.098482	0.017094464	-138.65682	TRUE
ENSG00000114841	DNAH1	0.14643	0.28519	1.5612	-3.824133337	-4201.19407	FALSE
ENSG00000114850	SSR3	0.214443	0.46437	0.76958	0.235929058	-9.34458	TRUE
ENSG00000114861	FOXP1	0.398671	0.99998	-0.47785	1.245360918	-60.34446	TRUE
ENSG00000114948	ADAM23	0.355196	0.062078	0.31228	0.943547153	-62.38953	FALSE
ENSG00000114999	TTL	0.334833	0.34426	1.7271	0.497101541	-32.83053	TRUE
ENSG00000115020	PIKFYVE	0.298975	0.0056525	0.90398	2.990642762	-374.82497	TRUE
ENSG00000115091	ACTR3	0.619459	0.99797	3.763	0.335274326	-35.92435	TRUE
ENSG00000115109	EPB41L5	0.170609	0.020231	0.8657	0.046622904	-253.06645	TRUE
ENSG00000115112	TFCP2L1	0.282773	0.99995	1.718	0.768119824	-222.44013	TRUE
ENSG00000115138	POMC	0.024814	6.3068e-05	0.054487	-0.175662514	-780.95479	TRUE
ENSG00000115155	OTOF	0.159063	0.12547	-0.049809	-1.13873576	-7402.5338	FALSE
ENSG00000115159	GPD2	0.178266	5.8875e-06	0.88813	0.197823117	-295.46766	TRUE
ENSG00000115163	CENPA	0.453649	0.01005	1.7317	-0.297663274	-7.35119	TRUE
ENSG00000115170	ACVR1	0.429766	0.56911	0.0092091	0.841069523	-58.72963	TRUE
ENSG00000115183	TANC1	0.200329	0.00015114	1.5282	1.469792698	-1280.16491	FALSE
ENSG00000115194	SLC30A3	0.269274	0.64949	2.1249	-1.076347795	-30.41223	FALSE
ENSG00000115207	GTF3C2	0.362256	0.12517	0.42718	1.382373397	-130.42898	FALSE
ENSG00000115232	ITGA4	0.243116	8.752e-05	0.97432	1.26880687	-331.94634	TRUE
ENSG00000115241	PPM1G	0.61959	0.94015	3.389	0.307470354	-16.83702	TRUE
ENSG00000115289	PCGF1	0.483376	0.99739	2.096	-0.044767018	-20.98541	FALSE
ENSG00000115297	TLX2	0.081122	0.25881	0.67915	0.004905577	-53.18567	TRUE
ENSG00000115306	SPTBN1	0.465304	1	4.7265	4.985048582	-285.65309	TRUE
ENSG00000115307	AUP1	0.21292	8.4027e-05	0.53487	0.230776252	-204.40645	FALSE
ENSG00000115310	RTN4	0.068053	0.0079967	-0.98416	0.220642248	-1450.14696	TRUE
ENSG00000115353	TACR1	0.187163	0.00030439	0.69181	0.433214505	-23.8871	TRUE
ENSG00000115361	ACADL	0.114918	2.4367e-12	0.87666	-0.23126618	-2093.29217	TRUE
ENSG00000115368	WDR75	0.132288	9.1006e-05	1.401	-0.31685763	-110.68114	FALSE
ENSG00000115392	FANCL	0.109341	7.2104e-09	-0.79409	-0.803128456	-143.50228	TRUE
ENSG00000115414	FN1	0.287974	0.00012679	0.2872	0.767912049	-825.54252	TRUE
ENSG00000115415	STAT1	0.737549	0.951	5.3444	0.721413257	-22.02033	TRUE
ENSG00000115421	PAPOLG	0.353651	0.98529	2.3578	1.515473562	-33.48625	FALSE
ENSG00000115464	USP34	0.351221	1	-0.51402	6.504847787	-689.89772	FALSE
ENSG00000115486	GGCX	0.247109	7.4864e-11	0.98019	1.502045858	-1092.95806	TRUE
ENSG00000115507	OTX1	0.328629	0.86633	1.3393	0.749218862	-58.85689	TRUE
ENSG00000115524	SF3B1	0.797289	0.68427	7.9134	1.527503263	-10.78251	TRUE
ENSG00000115556	PLCD4	0.097319	0.0082291	0.66717	0.239999039	-151.66317	FALSE
ENSG00000115590	IL1R2	0.041844	6.66e-09	-0.060058	-0.134887699	-77.72976	FALSE
ENSG00000115593	SMYD1	0.052669	7.9379e-08	-0.29758	-0.470405572	-1283.18135	TRUE
ENSG00000115648	MLPH	0.080089	4.0955e-08	0.083968	-2.074224665	-636.84728	TRUE
ENSG00000115665	SLC5A7	0.500802	0.009538	2.8608	0.190164573	-401.3971	TRUE
ENSG00000115677	HDLBP	0.38445	0.60153	0.9514	1.564733279	-124.99167	FALSE
ENSG00000115687	PASK	0.13938	9.4083e-23	0.064107	0.290969457	-3295.07987	FALSE
ENSG00000115718	PROC	0.179863	3.8947e-05	0.95743	0.813264159	-81.15217	TRUE
ENSG00000115738	ID2	0.223862	0.68757	0.070434	0.132835322	-8.59687	TRUE
ENSG00000115760	BIRC6	0.375633	0.52996	0.46048	6.272038344	-518.6518	TRUE
ENSG00000115806	GORASP2	0.323782	0.2319	1.6402	0.531778941	-529.4287	FALSE
ENSG00000115825	PRKD3	0.293768	0.73906	0.93615	0.880446157	-843.24858	FALSE
ENSG00000115839	RAB3GAP1	0.177051	1.0624e-07	0.16153	0.753293407	-2290.07687	FALSE
ENSG00000115840	SLC25A12	0.452091	0.21795	2.8843	1.131628211	-214.0543	TRUE
ENSG00000115844	DLX2	0.211476	0.85008	1.16	-0.196750802	-328.98155	TRUE
ENSG00000115850	LCT	0.34019	0.042276	3.2438	1.078174655	-3628.57927	FALSE
ENSG00000115875	SRSF7	0.664578	0.70019	2.7449	0.169698958	-9.40961	FALSE
ENSG00000115902	SLC1A4	0.203042	0.0077335	0.9325	0.223279319	-749.9076	FALSE
ENSG00000115904	SOS1	0.532409	0.88381	0.93637	1.922209741	-106.78667	TRUE
ENSG00000115963	RND3	0.39294	0.79896	0.72169	0.286382847	-13.34323	TRUE
ENSG00000116001	TIA1	0.378473	0.61869	2.112	0.270606697	-83.28929	TRUE
ENSG00000116016	EPAS1	0.294476	0.18542	-0.0090006	0.458381764	-461.40716	TRUE
ENSG00000116017	ARID3A	0.282458	0.91056	2.0229	0.33012082	-110.18988	TRUE
ENSG00000116030	SUMO1	0.562192	0.79668	1.8035	-0.087725799	-0.35003	TRUE
ENSG00000116062	MSH6	0.203853	0.48907	0.78005	2.18854146	-1431.22959	FALSE
ENSG00000116095	PLEKHA3	0.222336	0.056661	0.49611	0.187037927	-32.59321	FALSE
ENSG00000116127	ALMS1	0.092917	9.1319e-56	-2.7141	0.133871049	-13445.86056	FALSE
ENSG00000116132	PRRX1	0.321304	0.13315	0.88053	0.377449257	-144.53857	TRUE
ENSG00000116133	DHCR24	0.307733	0.049052	0.99573	0.759840753	-93.19943	TRUE
ENSG00000116138	DNAJC16	0.055215	1.3934e-10	0.46858	0.265617821	-72.69635	FALSE
ENSG00000116176	TPSG1	0.020528	5.8596e-14	-2.4699	-1.326139975	-1738.17028	FALSE
ENSG00000116183	PAPPA2	0.178855	1.106e-07	0.60287	-0.037084874	-422.84473	FALSE
ENSG00000116218	NPHS2	0.184854	2.9861e-07	0.80051	-0.223769933	-360.80001	TRUE
ENSG00000116237	ICMT	0.442656	0.23906	2.4508	-0.086160928	-81.9495	TRUE
ENSG00000116260	QSOX1	0.058051	0.00018119	0.41369	0.215945302	-1198.21501	FALSE
ENSG00000116266	STXBP3	0.27589	3.5513e-05	1.8828	0.396350797	-192.48552	TRUE
ENSG00000116285	ERRFI1	0.222388	0.0003375	0.40541	0.623628092	-351.33398	TRUE
ENSG00000116329	OPRD1	0.141334	0.0028152	1.606	0.423373122	-296.04535	FALSE
ENSG00000116455	WDR77	0.166371	1.5901e-05	0.95645	0.08925669	-15.19158	TRUE
ENSG00000116473	RAP1A	0.586742	0.61329	2.3687	0.127523579	-2.39611	TRUE
ENSG00000116478	HDAC1	0.500975	0.90764	3.0653	0.629563751	-496.44795	TRUE
ENSG00000116544	DLGAP3	0.277931	0.99998	2.8946	1.782808502	-200.13226	TRUE
ENSG00000116586	LAMTOR2	0.498941	0.22242	1.3788	0.152359958	-2.63616	TRUE
ENSG00000116649	SRM	0.502457	0.47034	0.59274	0.273574099	-13.56758	FALSE
ENSG00000116675	DNAJC6	0.218921	0.99918	1.6663	1.383158147	-161.88436	TRUE
ENSG00000116679	IVNS1ABP	0.402942	0.74238	0.95956	0.082541799	-63.06651	TRUE
ENSG00000116688	MFN2	0.454755	0.988	1.7492	1.563757505	-69.79508	TRUE
ENSG00000116704	SLC35D1	0.132879	0.0016863	0.090565	0.362454248	-1002.57888	TRUE
ENSG00000116717	GADD45A	0.345511	0.043372	1.4211	0.177977719	-2.12736	FALSE
ENSG00000116729	WLS	0.154573	0.019249	0.93069	0.197040906	-2243.4278	TRUE
ENSG00000116750	UCHL5	0.338286	0.11272	0.97219	0.170480452	-14.98435	TRUE
ENSG00000116809	ZBTB17	0.408537	0.039645	3.8834	0.972133615	-70.88543	TRUE
ENSG00000116830	TTF2	0.044444	6.8966e-05	0.88488	-0.392618726	-409.4185	FALSE
ENSG00000116833	NR5A2	0.233059	0.84921	1.6667	0.879497494	-139.12538	TRUE
ENSG00000116852	KIF21B	0.280573	5.1207e-06	3.0766	2.967077795	-413.35583	FALSE
ENSG00000116874	WARS2	0.215433	0.05649	0.99076	-0.227518047	-914.61642	FALSE
ENSG00000116906	GNPAT	0.208473	0.68123	0.81462	0.406975252	-1060.52275	FALSE
ENSG00000116962	NID1	0.10902	9.0828e-07	0.70624	-0.932054099	-4897.5976	FALSE
ENSG00000116981	NT5C1A	0.200555	5.4211e-05	1.0196	0.396350797	-67.24127	FALSE
ENSG00000116984	MTR	0.322309	9.8968e-11	-0.37346	0.520866843	-2789.30502	TRUE
ENSG00000116985	BMP8B	0.112866	6.2181e-05	0.85691	-1.058394703	-458.09062	TRUE
ENSG00000116991	SIPA1L2	0.245021	0.98583	1.7131	1.952337067	-2579.80412	FALSE
ENSG00000117054	ACADM	0.17598	3.921e-09	0.62317	0.074263129	-43.76588	TRUE
ENSG00000117118	SDHB	0.179614	0.00033529	0.024808	-0.191437473	-150.23642	FALSE
ENSG00000117139	KDM5B	0.164671	8.3301e-15	1.8812	2.302644968	-245.24685	FALSE
